 MASS_RT,2,5,8,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,42,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,67,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C49A, C50B, C53A, C54A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A
165.0782_0.94,1442082,1571220,1388002,1244392,1969528,1171585,1536260,1418380,1392283,1246853,1709201,1409777,2081006,1058722,1071277,1287227,1117864,1710959,1441215,517740,1301320,1381313,1652059,1184646,1505614,1311338,1539979,1467176,1752549,1616437,1421929,1727118,1520321,442241,1497648,1236212,1234745,1946040,1478311,1590156,1431651,1505230,1781695,1225446,1809119,2020324,1759093,1309599,447333,1405878,1187723,1118784,1447697,1508145,963358,1777511,1594750,707263,1150763,1706278,1072639,1298031,586100,1386730,1112369,390489,1322385,1340656,1461554,1532397,1520760,1477329,1117405,1174208,1537561,2000554,1293347,1711998
165.081_0.69,73591,80012,69907,51053,78616,59218,50836,38566,98514,48272,78042,42206,78675,56383,38995,58374,54684,73926,60884,108112,46930,54077,68645,57777,48374,99391,52309,56184,70319,41467,52481,51213,50520,151977,102731,53131,44366,107778,63345,70424,66801,51802,46469,45478,72421,56100,55798,60858,170672,56798,73901,52156,50092,37370,43067,58703,49624,55243,65228,47530,31475,42095,176718,48672,34374,171669,52998,73372,85437,56035,51784,75951,38031,58272,60730,109096,46070,85190
168.0523_0.64,86654,104104,142246,96039,92820,107930,116405,110520,116245,120000,112316,102127,102098,93766,86040,82124,129229,111862,100036,89393,92685,111902,98345,97638,69682,137049,85895,109575,71001,76497,103607,92369,79281,79955,84676,88752,99463,101871,111598,118219,92355,103708,80693,123921,68074,101724,123059,98280,113380,101776,94268,91171,109386,100699,123481,88000,87318,100552,115862,92900,110408,87780,77573,88942,71541,109944,96198,78404,97574,116028,95295,105460,121051,98819,74550,88563,83391,96245
169.1098_1.01,32616,14336,21292,11948,26320,17771,31118,32341,14476,16494,27608,20800,23204,25446,21464,21309,20232,18921,26140,8955,15600,15435,28502,23690,14322,18862,29786,42943,36333,48922,25397,29949,28355,8713,15782,30880,30260,34792,27366,18810,23451,27403,35646,18507,29298,23903,11039,33151,2218,23293,19518,33490,15359,24876,17078,39798,32888,19621,24019,27005,25073,21658,6688,43188,42954,8483,34564,25905,33876,23653,26767,28543,23042,25181,14435,48905,24153,29955
169.1101_22.69,20534,21995,22486,23745,32811,25373,18512,31029,21072,22985,21899,21586,31241,22712,21758,31037,26990,29979,37820,35838,34866,24322,34248,23928,26734,23216,31071,21892,30127,32095,22410,26289,25027,23135,22630,22270,31804,23937,21860,33101,33865,23390,33376,24337,26017,30755,20170,23549,21276,33420,23336,30684,23435,27747,22263,33687,35864,27175,23122,30774,35263,24266,21284,31541,34222,21341,23360,22629,33492,24528,32207,26021,21010,19771,35716,33515,21229,23182
171.1265_22.7,83201,106620,89350,89460,97087,94511,94969,89844,94185,98763,100239,108998,81162,86971,101445,108932,94173,96349,92494,100844,113153,97015,111255,102215,89279,109932,81054,94461,90184,92740,112157,91046,93644,114623,113590,93872,85934,100550,108985,98050,104987,92136,108226,107333,61736,82363,99900,84675,115957,116353,113340,110130,99300,69545,104180,117298,112160,101797,127588,72389,117173,106040,110340,108228,96530,118556,103189,102154,112419,110262,93653,98649,104649,113255,113006,97132,105863,114608
171.1265_23.49,89981,100053,94076,79948,89944,105783,105745,111104,79130,112026,100231,123142,87358,95964,86984,142366,89334,135215,125174,146030,113137,109885,102051,96894,101445,122117,118253,69122,93731,99374,113781,99708,98894,133246,123869,109838,119080,100030,123275,80389,115101,72922,104165,116419,62694,67587,104229,91217,124064,112593,110295,102651,58484,69990,114321,124880,110597,96935,125118,76569,92523,78466,115098,124340,91311,137242,94769,111609,99664,112821,70884,70095,70495,94305,108467,100942,101201,109477
175.0632_2.18,12442,42588,9446,9029,13501,11186,12535,7799,13026,9835,14337,8199,25817,8412,15315,6136,7313,8159,14646,4075,10200,13358,6729,5647,10985,8064,20843,23051,4600,10775,7687,20294,32159,5837,9508,6482,10683,11725,16109,30813,9536,9411,19338,8803,4677,19721,11573,8999,5531,11436,14357,7400,59205,11228,5402,13168,5354,4112,7764,7879,9841,8947,3366,26145,120816,2738,5734,8618,7889,14021,10699,10245,50614,13276,14065,9945,10007,11648
175.0662_0.95,19613,19614,34558,36630,53214,24080,25628,55740,25463,17389,31298,21560,91156,27584,26778,37798,49667,41973,52683,15713,27074,25233,63683,33172,44471,39376,72038,42780,33432,56656,31981,56010,51461,12863,31034,29693,59083,37767,31373,48886,54549,32357,45833,20674,39027,70221,22687,34171,5289,31434,24068,43190,58653,62669,22628,74386,59160,28428,23528,72098,36868,45641,9443,36758,46748,5563,41115,38879,38177,55578,50503,54653,39862,38304,55744,63999,30702,40926
176.0473_10.05,73404,74694,76387,58763,61337,55698,58870,68697,36021,37366,134529,88398,29622,58487,66354,66721,73796,88042,112294,14769,146992,135154,34401,86421,88828,65011,48069,29320,67025,33927,61264,41275,22254,24831,100859,51947,107714,30038,50989,55631,52696,43133,27579,85496,27311,61002,111901,36950,18766,158850,88395,75159,90801,61572,83014,59453,110649,61382,66945,106816,169149,80787,6047,104196,48307,8481,52193,84644,68991,172527,40209,100071,28882,77572,79161,131259,61083,24901
179.0586_1.04,6677,50080,12191,4953,17745,43338,4093,19275,8100,9710,8419,4551,40020,29512,5475,20518,8883,18899,14209,1622,9608,7687,15070,9317,20099,16293,4200,12230,12306,21383,5742,94330,32695,2338,26535,79735,20759,15983,12798,6993,46099,36584,81769,3610,3104,21847,6250,14483,4182,10105,38858,6271,44428,2986,17942,35111,18993,5200,19629,2666,7348,4786,2210,9030,6209,2345,1834,35315,51799,17324,3242,87776,9718,18937,3124,2293,11340,10269
180.0785_7.05,354707,441192,102985,166798,152216,135466,515446,339036,206657,269320,566101,409089,374585,147344,166616,76799,113345,136382,372249,58803,191426,347645,142841,161425,303644,70603,428346,402939,114402,159183,246980,172865,247902,51909,298787,119834,281901,578926,162605,230148,209077,513818,86853,164251,112650,467305,53293,307162,30001,345658,159895,62935,222745,211099,91897,194843,118617,135601,66792,182668,163459,80214,43978,84416,226067,32862,113051,107263,144547,325203,94707,212164,161255,326899,258524,76781,257521,429090
183.0868_0.67,532143,379859,322930,255744,405715,94997,62175,30975,345856,23344,406679,23190,325624,262447,81373,152796,286423,290831,364512,165452,167401,261317,364499,134271,18280,653410,94060,58308,299838,99026,12015,37291,19209,196750,314177,81872,48926,741803,98848,440110,422389,89052,65403,33709,165149,80892,58500,318183,291294,158562,459099,275498,189236,50888,100627,131190,100128,327484,338556,129699,36335,36415,84481,104417,48980,199230,280905,437223,618763,59867,66620,285408,24570,236932,182022,723539,29461,482994
183.0895_0.97,370641,234174,194985,264857,520505,260294,180944,315932,180733,166724,279293,200155,491452,184515,213863,308954,301484,270705,438458,105545,362474,189091,474646,207781,339068,182893,397707,246240,390861,542388,236439,309203,256625,63943,212189,361150,321917,246315,217574,427379,424999,201817,414127,177681,399408,583223,244714,322497,97172,339201,174174,293050,258528,299460,153312,420465,472320,136202,165892,463602,326424,249661,53366,348380,363767,28076,186874,206615,340505,218823,361449,230724,198126,160872,351754,549410,189093,243094
185.2138_1.04,82188,79569,103391,109006,137516,106910,113892,127435,191154,104265,96650,91222,220834,107382,100584,64911,111460,117237,85637,138401,65449,88148,149276,107600,51016,96917,129983,134919,313947,150278,122330,118539,167446,162460,93333,93694,97945,102205,101136,161155,131506,99544,166415,103261,221714,204694,97556,152730,132190,97634,132072,120756,92064,150491,91607,148931,108742,126419,110899,136073,93924,101250,150494,103539,130678,144457,129322,116712,164809,100522,182977,116493,130819,114132,106162,95800,95252,120703
187.0633_0.94,1064423,1339385,1191199,980689,1435816,925249,1364256,1120035,1238928,1105494,1426095,1199262,1570223,873818,848447,993768,823199,1445462,994211,438972,964727,1177920,1178990,975180,1163029,1131363,1144148,1224428,1374151,1068309,1170682,1423787,1267630,388416,1279579,888992,926377,1715133,1261989,1156496,1004969,1289501,1349080,1056577,1387152,1418460,1517213,987840,414770,1060535,1009631,844496,1187310,1204934,799158,1334216,1121159,577241,983340,1225755,733517,1063268,532012,1030290,743401,361465,1132845,1134150,1113783,1322082,1154260,1240420,930223,1012362,1147406,1435591,1099417,1456361
190.0681_0.59,46281,32940,47646,43161,34106,22604,27521,41026,33303,26405,27489,29116,30409,38307,29907,22847,25911,57268,28752,14678,29885,26271,25807,43131,25777,34255,24735,38681,51360,42261,35598,56732,53640,22677,36990,29565,22611,37249,38656,38496,28805,41021,26488,36315,35648,34236,32878,28560,19841,27900,21954,19259,57578,20377,42639,35626,32278,26053,40048,29238,28864,50201,33231,25609,41858,20707,38601,54777,27473,42459,34775,31667,25272,37146,23797,31953,40527,38275
190.1356_29.74,24315,58229,19962,18620,13885,20888,20678,26076,14706,22772,43859,27610,12018,34734,31351,26991,57516,22980,30294,4734,36277,43070,19211,18475,24082,50199,12590,24026,38602,55598,15886,17563,28916,8010,21768,25437,22316,23393,26972,27840,29699,59319,18637,26229,25033,21725,18856,23364,10788,42307,42159,13746,34701,29170,50263,25775,41913,29985,23717,22400,31866,19781,4202,29896,19751,7763,20852,43739,38231,37123,46095,23685,26738,12850,22693,72887,28561,18908
197.1775_29.75,22514,46072,18048,16937,14164,19492,16582,23627,13446,20193,38047,23833,11702,30506,26927,22421,48024,19733,25470,4190,9829,34019,16032,16550,20327,44145,12698,20731,31091,50701,14593,14673,24889,6388,21942,23782,20510,20920,24018,25455,25449,53388,16656,22089,19217,17466,16946,19057,8102,37371,35715,12777,28576,23841,47247,24179,36938,24102,20561,17376,31394,18413,4981,28243,15261,6891,20281,37078,34384,31993,39658,21941,21440,10986,18803,59369,24137,18243
197.1778_30.46,33533,67850,20819,22765,17640,22911,26520,29264,17237,27587,56811,36096,18935,40306,42687,28666,67380,26294,33711,5464,12907,46212,25357,23791,35957,59498,17106,32320,41968,64530,15799,27337,37303,9660,27797,31593,23991,28692,32322,43591,33297,67546,24538,28534,26627,31564,22570,23501,11412,46473,49664,18744,45833,28182,58814,33143,52649,34109,29089,45566,36010,28480,5742,37652,22885,7757,26542,51788,41187,43074,53567,26678,31987,21520,23352,82054,37068,25141
199.1936_16.46,131699,127285,131256,116674,111947,125189,115966,125845,112056,122183,133684,118065,121050,118194,126418,112351,117472,111289,109769,56044,102155,128955,131632,114731,105454,107101,97854,104201,95091,103587,100233,108678,112954,54502,89824,94717,101465,97714,104296,120074,104450,107259,106917,138561,107976,117748,125271,108148,57618,103931,121857,137638,129487,110330,120335,110635,121691,95252,100910,112313,112135,119566,47563,106745,94287,53727,102949,102069,111570,106196,105119,106229,101549,110190,112242,99352,100138,118778
200.1785_21.25,18046,8202,11738,16432,17800,14281,18836,12178,10535,8973,6646,11929,14174,12507,10290,12835,28439,13255,7853,9044,17509,14866,11074,11947,13188,9310,12625,14850,15727,9818,6513,15388,17766,7643,19408,20544,11426,7239,12201,25510,11946,19929,10494,8316,12321,17885,12527,18155,7239,9058,9033,9764,22136,15422,8029,13719,11995,14559,17876,12220,17485,11324,5916,7368,11006,6191,18508,24635,25128,17101,12921,21480,198111,9194,9656,13425,6763,13671
202.0452_0.69,836100,1241801,884112,875244,732398,963564,805849,928647,856452,854217,794584,720335,1059940,2684874,718995,935436,897425,1441271,747438,528239,930806,858195,893567,860807,555832,1124355,1007876,845532,799787,768457,914504,1127863,896761,876944,942443,781792,699747,1012917,766262,916000,780958,776216,726978,1205592,720486,855492,920299,668181,1071174,796313,872519,841584,860105,881371,852650,972665,705658,1602599,979162,531139,851530,839168,639104,825955,919561,866426,768846,2231392,670604,833853,810481,846170,798724,732570,1001639,750567,775168,773388
202.1314_0.99,74660,58033,72076,69648,82550,58806,52053,55338,70041,79605,72457,69101,67158,70467,98160,29374,61016,53203,49119,16664,27321,67586,58325,59107,34215,41218,73714,66825,99949,66125,83180,70589,52824,19124,73354,42614,53461,45887,69659,68076,84431,43925,91556,69147,74169,71214,65602,64463,9696,66981,62826,68790,37910,62766,69252,65794,69836,62995,91443,74273,48588,69250,10452,75119,75727,11331,66573,75563,80471,73084,77188,52409,66168,62820,73409,40682,49809,47984
203.1153_0.69,367148,518610,342528,356451,343023,377984,759726,382331,339109,242251,281058,329479,438228,266257,246435,300567,404053,416252,326704,190135,331160,389698,250462,512063,609549,412272,310079,290776,561289,207391,244270,543453,450816,139275,273258,485683,393881,311669,397806,407975,324936,310892,319925,296817,354880,423058,299832,315274,118009,250964,442567,258249,640372,375995,456874,497553,612528,382887,288344,722739,350249,247159,190291,243351,464946,120043,566927,377391,707684,598642,290983,475743,560325,249673,368382,400096,328309,491222
204.0901_0.94,315909,243703,219503,245266,510325,303309,258015,350239,202506,222608,303313,222541,590064,192105,198428,354165,273518,324491,380687,168992,355051,253547,438074,186783,370954,177861,410934,237032,437035,379075,228079,302433,260751,98158,224349,266546,349259,335324,238969,421855,380495,250211,496508,192385,462809,544825,283223,344316,80745,352095,194829,249567,257782,368375,130649,427557,429809,124654,224367,479310,272806,251859,115443,381387,277427,74693,214219,209160,401687,261239,356239,253294,160932,197110,457374,540464,223527,300447
208.1105_11.88,41908,66771,16831,25502,29046,29446,25852,83797,55355,34734,50673,42832,80517,23277,35801,25017,23360,40967,63740,29773,56357,50380,27132,44860,41860,27412,48871,26891,27710,37270,35638,31301,50450,18052,17544,40756,13311,62410,50461,29434,41266,51878,32556,39008,14375,48841,31361,24377,9005,33797,46983,23371,51348,27564,23195,29071,33902,17165,22969,30699,18616,23531,18542,20936,51036,15194,30545,40219,24496,53060,15816,48936,46179,39206,26134,25287,32160,79923
208.1471_30.46,39393,84249,29799,31319,24666,33554,30105,40962,23151,33774,73954,44953,21235,50136,53762,40281,84010,35125,46076,9843,19940,59260,35911,32916,46044,70380,26305,41268,54127,84739,23989,39083,50824,14116,35899,36757,33910,38310,43086,53486,46261,79687,30882,37400,31774,41661,28261,29000,15691,61802,62822,22004,54138,42495,71219,38975,67438,41834,39899,59907,46053,36169,10109,48328,28790,8633,32495,66963,55379,51743,66799,34186,37837,24850,33328,100969,47826,30949
208.1472_29.74,83922,176237,58850,57918,48346,65652,61162,82986,47214,69420,127159,84942,39413,103931,94616,78175,171632,67673,95166,16960,33928,130446,60308,57729,75789,154068,45486,74675,117346,170367,51392,51010,86872,24813,74095,79154,71001,71000,85662,86109,88129,182402,59668,81408,68425,61677,66016,67398,31347,135662,130225,46600,100711,85292,159190,81960,129203,88126,77148,63870,99496,61486,17796,93258,58039,22265,69187,132633,117159,112168,137942,76265,78582,37396,66752,215465,85195,63414
215.915_0.64,207827,189885,175482,185757,196739,152678,156625,228571,138369,137732,180633,211698,194046,148715,157612,239422,220095,135912,153628,2895,169677,208069,189086,156078,120980,185543,181484,181095,165997,177655,152267,151717,144174,3846,151017,235091,182756,159727,176914,223051,174083,166069,188131,167664,187591,209397,178390,189415,71522,190340,160562,152691,177363,208708,217805,199578,180880,113265,160965,166298,165604,152705,6435,158337,132971,1700,151791,140644,202063,168190,161453,181160,157565,179444,160428,181171,154444,157320
216.1459_1,16914,11684,17179,20457,23721,19419,11234,16117,17710,20064,14147,15949,26072,23559,22289,6498,16963,14195,14532,3360,8313,16024,16249,15819,8656,11155,18867,16044,31923,16682,19883,20171,13683,3651,19567,11642,16838,12185,18558,22005,23302,11134,28924,17299,23444,21118,16461,23608,2511,17517,16487,18568,9991,17235,15699,18309,16730,19435,24786,16233,13556,19364,2616,16908,18815,10247,15982,16490,17318,15265,25867,14219,17624,17056,19430,11880,13242,13716
222.0885_7.05,162945,145806,30244,52797,79466,61011,155777,145491,78649,78603,169931,150568,201110,43829,51533,39675,48520,49821,177976,34685,111659,110550,71382,52238,133904,20242,212987,115925,50046,80055,79811,56338,74982,17759,95905,43576,146415,167709,43778,118085,109726,155329,42520,54273,48284,247460,13351,134510,6168,165559,46692,22136,65903,100739,25497,92978,59475,39729,17982,80074,81661,26460,15212,42407,109232,8218,31478,33864,72352,94780,48663,68878,45247,101914,133785,40526,86344,133936
225.2091_18.1,130413,40974,41766,28418,27858,25426,28459,43684,17561,31232,55637,31074,37921,22066,31069,32615,33852,54567,73476,14939,24709,33051,39255,20912,20766,35826,26505,11591,35000,61925,8131,11135,35694,4467,11009,7421,5193,16505,15695,35192,20398,41286,16223,107048,28200,43664,32840,17672,5990,13698,31360,107650,49673,45198,16495,56320,87999,5805,8602,28247,47408,15888,10687,46083,19991,7754,11555,12588,22763,15593,10423,16568,19502,30032,30856,30083,20020,51089
225.9447_0.61,402313,464532,653475,705099,718662,865138,618240,730107,750225,691357,604250,592549,703418,676364,698271,484202,765349,731549,834725,803055,545340,629575,725738,730663,569247,489669,745625,670095,726829,803643,634408,700410,669642,901533,683982,448368,762919,587446,587269,744915,841940,569314,743629,643559,726321,730710,595965,783373,741921,710921,645696,742921,638467,743318,550981,696203,835232,792887,672750,592088,787082,598309,839496,796225,862421,785125,644765,603540,717008,685760,825998,755049,622505,628939,796519,731190,643159,705033
227.2249_21.7,714589,422266,429411,259321,300441,289397,354599,447325,205158,303632,594419,332006,392698,237107,401260,293743,387085,298963,418549,103718,249913,390495,466242,282246,288703,231111,183347,163894,221372,361568,138343,201276,397385,68733,145683,143090,121392,234569,179270,310132,245759,388023,186430,608519,316748,442104,407499,189435,89540,165753,280481,634603,489948,429452,267064,371771,471691,103229,156230,335294,280459,295666,50596,289191,79939,68915,171940,178348,236440,215509,175144,196703,247029,336718,308615,300977,233702,479803
228.1473_0.7,91328,86806,68554,65703,85349,58253,76939,74179,72886,68108,88732,84436,110073,33871,57446,53444,58012,67209,69550,40541,104891,69730,125397,78411,109330,64875,90935,81992,87302,60248,64020,122147,101348,40921,47799,54684,73728,90780,83427,107781,73597,79097,75775,62784,73499,98888,76216,73979,24074,56226,48442,62176,87534,69238,71775,70137,87179,56732,61344,106725,61834,67906,44631,76566,73394,27511,65363,77211,71678,111825,58307,87757,74828,59804,70637,104133,57579,71536
228.2092_26.22,35493,33508,58078,54982,48586,34116,57498,34712,25083,24435,29407,45361,36133,41251,26868,37555,60184,54264,29161,32884,28129,36400,24559,30455,36337,26478,29953,29588,47006,33025,27362,54959,54464,19637,36201,81869,17842,17467,34960,63163,32114,33708,38854,37448,35137,34438,34437,36212,16932,25034,39045,30377,69679,47533,43728,37396,45290,38764,40878,56456,67139,25717,20663,17281,39673,14164,65982,45213,59673,46589,45567,64105,162424,28900,30350,43774,37969,41807
