 MASS_RT,2,5,8,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,42,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,67,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C49A, C50B, C53A, C54A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A
477.3225_19.19,44970,64117,60592,53154,68083,45850,73459,42430,52722,45131,57157,59509,60620,48594,54842,44950,59212,41155,48821,21262,44311,56033,56638,41633,59852,43248,50454,71149,38757,44891,58684,63188,62962,19449,50971,64714,54209,60322,57667,58776,47532,67085,68443,32043,58171,60441,52918,69211,19338,47919,32946,43902,64229,74519,44257,52257,45911,30614,41652,52662,53022,53105,24341,41714,54121,16545,67368,53717,50193,62788,70032,58352,69849,53383,47122,80495,65879,57854
477.3967_34.71,11733,11082,10870,16454,15773,20791,13127,14644,10824,23676,15736,14951,29475,17524,20618,16231,23311,12615,14952,10737,18855,12377,13976,14986,26360,11780,16855,18828,16132,14208,14940,13943,13480,12482,15403,11607,16573,16079,47167,41068,16571,22475,16394,11115,20826,14795,32913,12875,8354,17407,22212,11607,18747,13463,14027,14896,16958,12510,11656,14987,17535,12877,13905,13604,17983,11805,14861,10650,14016,11873,24996,52947,11422,22395,15966,22017,35661,16368
479.3016_19.99,406495,213099,156248,127572,166796,143937,550684,47635,79969,104448,261175,171105,153742,90931,143858,138605,157716,121684,140297,42339,144497,207255,143241,109863,196584,199170,142290,154050,81475,105327,130144,197704,96434,29015,113470,151040,154861,275253,124638,145847,173425,257386,133008,81946,92675,204612,107258,91017,21760,143846,122113,117181,193657,183235,174647,152945,119677,73369,116865,175535,112834,154865,64950,118553,90539,21736,113643,129232,108289,160116,129660,217398,578238,135018,89375,254090,168136,93645
479.3049_19.3,58402,32116,23959,17627,23873,23206,75309,10049,12290,14748,34595,27163,26639,15030,21805,20954,24952,19408,21196,8035,29246,29365,22019,17991,28402,28274,22627,23414,11094,15945,17872,32017,13441,4578,17088,22067,22394,37865,18196,23575,26349,37632,22330,14577,15852,30463,15848,16704,4610,21674,20581,18796,28975,28258,28144,23664,17899,12005,17667,27760,17698,25572,10889,18151,14458,3121,17573,19669,16071,23886,20762,33496,78560,19084,15208,34006,25668,14907
479.337_20.3,73976,105101,167131,128579,141882,80954,132673,120573,129526,99331,181244,135186,134518,89522,153653,110821,155917,85890,103525,37793,117610,175125,135563,91283,126975,119726,109812,172349,75747,100508,181118,150364,181488,27433,127937,185764,162435,157185,146737,121468,131038,217760,136350,89182,120596,179428,119768,140897,25012,115675,86587,66910,144690,158417,92100,104436,109338,51420,112825,120213,85720,117124,32837,74290,77323,29236,190251,104818,149272,188355,139785,161745,146038,152782,105252,231668,172390,137587
480.2564_0.99,4426,7644,7429,7899,8335,3278,8300,7597,5030,2513,8572,3888,5283,4732,3786,5695,3031,7436,3853,1612,62225,8912,6631,6079,2220,6296,4309,23893,5781,6392,5685,4717,12957,2436,7735,9803,17797,12547,5889,5113,7275,3277,6160,4086,4380,6504,3978,5129,1646,3070,2565,4263,5239,5302,3116,7194,4841,3917,1538,4243,4957,7992,3376,1855,12090,1570,24759,8177,4082,3918,10518,6716,7303,3723,9130,24436,4651,10051
481.3172_16.43,16490,23808,20762,20210,34184,29285,19908,20797,7845,18143,20216,38187,40031,15403,25254,11885,30561,17419,17203,4590,24597,28912,31516,15332,13922,12010,13684,21639,16004,18831,17499,18298,22124,4713,29366,29606,12165,18354,24383,24527,19368,28829,28496,12370,10557,16839,22374,26711,4675,11907,17029,20673,33641,23619,9573,13058,11547,10087,25822,10167,12310,21936,3246,11576,20238,3398,21762,17847,28892,23748,21298,37137,34141,16194,11873,37736,41063,19543
481.3173_17.19,95150,148782,156332,143389,194357,180373,86333,123028,72633,114138,128633,229821,219367,110962,148477,92424,193263,116416,121825,35568,160827,170815,178702,87469,75086,85069,65821,157027,89777,111867,123958,118346,129328,33651,182206,193573,88390,124009,151000,141130,137790,181734,175039,83243,77516,129091,157747,149542,32930,78457,96121,103569,190888,136815,65773,68993,74618,62523,132066,63526,68180,122254,29758,61208,119540,28526,135130,115404,166872,138369,113217,193316,177716,117143,79518,222170,203581,136000
481.3175_22.4,22525,35485,45823,23010,38636,34433,65937,19965,33668,20131,23552,35191,34269,23014,31030,28833,41442,23921,15648,9596,29485,31190,29457,16188,24701,21920,24433,37501,13006,26387,22987,33530,33250,9365,31603,28894,35005,21623,25102,33618,19881,49736,26118,18406,25204,41782,27115,24481,4982,25723,18057,15901,42112,43073,17126,24643,25974,15796,19802,22657,33337,31835,17948,15517,22927,5180,35077,34080,23415,28434,37255,35239,51807,47051,27383,45287,24392,25864
481.3177_23.22,160686,236368,324284,150964,247012,204045,455464,126597,237744,126909,165581,235001,225158,156488,203712,178618,267870,155992,102496,66462,186439,198861,176783,110126,175482,145814,160026,245081,86846,169356,148841,230261,231241,62999,212024,195347,220432,143971,157685,215496,123946,333935,166644,114858,176110,269455,195754,164263,32561,161621,119233,112555,280998,271008,120365,171552,161448,99397,126626,155086,219545,208240,125832,105704,146460,36561,228825,215605,148490,200079,238540,227946,378801,319501,174939,316162,168776,173062
481.3529_20.15,120301,168394,208986,162196,209032,128983,171145,165901,183843,125967,213059,171293,269720,130908,227187,132489,165572,125651,157239,48530,180754,261356,191213,131035,206648,184825,146380,233134,131834,172465,318689,194467,285947,34556,190389,246461,178171,252479,209138,162529,179108,325430,236419,106558,141573,308579,152939,211186,29243,182232,100977,99269,171169,250236,141889,122732,147953,66591,195427,158830,118972,161469,56004,101854,129121,43075,283834,156856,211592,211964,181091,206082,178919,215953,127634,309994,234760,220685
481.398_26.32,30984,36076,29303,30161,20860,24516,24415,31277,24490,46714,28656,39958,25534,25520,33607,28122,25636,30313,28042,20748,22921,33002,26206,30354,27959,35700,26628,48471,35735,40845,35242,29351,39298,26642,39375,33148,36837,41238,70014,32148,26643,36514,28164,29081,25565,28017,27316,43405,38255,32099,43363,22950,26963,26371,36557,26625,31385,36765,43449,32919,30019,30114,26534,32613,41698,24117,58642,32228,35233,41137,30409,63626,46342,38928,27062,42560,43556,27831
484.3435_22.44,26495,5658,4325,5567,4453,5302,4962,5434,3416,6049,6317,6322,8365,5875,5816,5225,5713,23356,35031,9608,15473,4320,4922,7609,6657,95069,40095,7421,102721,152132,113884,39276,6283,28192,95032,5377,6075,8213,8424,5332,6075,5725,4706,19479,6021,28292,5619,19125,4769,4332,4598,19178,7805,7534,4912,27110,23955,8068,3791,6037,43227,5877,3160,85314,5110,37349,8104,24886,7745,22543,7088,6768,101364,6904,3802,5951,7198,6275
486.438_29.74,26281,44437,20422,20694,13820,19121,27298,28098,18004,22851,39935,24534,12160,36780,27522,21211,53889,21482,24150,2210,8070,31955,17020,17654,27267,43508,13251,27323,33942,49535,14511,14310,26692,8019,26639,24993,21596,23200,24051,24436,24801,55594,16750,23605,21915,17758,20218,19571,8894,36949,36237,12665,36685,24686,42957,27409,39459,29869,18764,15050,28533,23279,2724,27379,15354,6368,20421,41138,35875,33572,48722,24298,30759,12743,17944,60467,23648,23201
489.3429_14.93,10386,7400,5552,3878,8615,3563,2026,26405,3535,3184,9724,10782,3592,2232,1522,8152,3548,4239,24917,3807,6085,2191,2343,4935,2012,8602,6769,3573,3307,2834,5247,3973,4865,4566,2305,1775,8657,4097,4535,4896,1533,11639,12732,4920,7588,1668,2898,1807,2839,1565,2839,4381,4311,3474,4973,7905,4945,2839,3518,1553,6723,5426,2839,4400,4548,2839,2433,9478,2649,5292,4126,6473,3816,3591,7062,3375,5704,4362
489.8631_0.63,19487,19975,18558,17647,15433,20377,15649,19802,11522,16385,15956,16394,19954,20476,12126,26973,24689,14061,17032,17536,27215,20457,17069,17705,19425,15795,16836,19489,15451,17819,15177,16369,16488,19908,16061,26723,20459,16782,22883,17585,13489,19501,19808,18328,20543,18788,18156,20633,17693,21705,15317,14673,21406,19282,21384,16832,16625,19837,16739,20344,13243,21473,17379,16983,12808,17599,12464,15987,19402,15360,20766,18683,19916,19383,19080,15015,13583,14244
491.395_34.42,40776,40667,47316,42878,45857,46581,54258,33595,33953,48237,62345,44544,60618,35238,53414,54363,40663,48375,39566,39456,57958,38679,42687,42556,41016,40372,48877,50724,38563,56559,54029,41228,39455,54731,56008,42913,36173,58655,37568,58498,53607,42258,56851,31344,16424,33920,59714,22735,30293,58581,50405,31214,40418,21040,37203,40267,53261,41429,36731,27125,57773,33890,49771,40599,56850,40411,34305,21078,55226,33828,75861,31962,38698,42142,57428,58640,45974,37648
493.3162_17.38,13691,16118,39433,11696,18335,13665,15789,44225,11466,10213,14492,18848,31081,17145,17779,10900,15019,13685,19031,10115,22584,16161,18346,11482,16893,16705,8697,24297,15230,16057,17881,19141,20118,3345,15505,30591,8776,18664,21382,20368,12364,28279,20572,13016,11848,18367,11694,15120,2309,14552,8109,21827,17866,29233,7804,12827,10004,7520,12820,9333,9461,14848,3406,16600,13368,4379,23296,11095,18998,14924,18226,19066,20678,20220,11021,23537,18978,17723
493.3166_16.32,466301,742478,507500,646747,693090,453950,1247399,313830,242668,357907,649733,534413,571772,287337,376646,415306,482242,365706,272834,135757,355760,358489,330368,243411,819998,355236,349672,522243,290968,345411,558468,512523,625066,114246,465076,667957,331079,419479,467041,497856,398212,525315,776608,234983,628384,342128,404244,322407,90355,357403,227533,281849,606715,432508,328703,543368,275628,139048,295340,482151,509048,515174,212525,484502,375633,77686,353860,509073,497083,346080,673738,539595,570517,358070,505583,754078,781639,495585
493.3167_15.64,48866,85921,49969,77656,77908,48146,147767,31586,26390,40863,71439,58737,59640,29041,40281,49149,54048,38497,29599,14269,46853,37052,31272,24605,92063,37072,41384,57336,26271,37869,63249,55981,65821,10147,50792,70017,36654,44049,49151,54810,46798,55742,90585,24084,71363,37292,44135,34493,7770,40914,25644,30477,68993,49807,37826,61989,31404,15110,33571,53280,63561,61267,22022,56283,41611,7044,34087,58557,55411,32486,79379,59299,57176,40250,62430,81757,88717,55063
493.317_16.33,317343,530249,308695,464025,476543,286472,917263,217807,171408,252358,458006,348633,372398,191702,230469,294549,331187,247696,180290,86606,242414,212856,198858,154835,592920,246075,238624,345456,181801,222405,390010,349844,438392,79081,302941,435746,234080,283552,304228,339689,274377,360084,536919,154894,454385,229179,251826,194035,60678,235368,157773,174906,412698,277506,226843,394349,183409,86124,180304,328774,357593,341082,158372,313441,240416,49241,224310,357728,302873,216440,477416,343163,371385,231640,346606,489011,470983,347355
493.5584_32.88,40768,43323,46658,62929,57148,62762,53567,65545,47221,51873,55050,41956,91671,55412,54414,49835,56995,45728,53299,50037,56327,44512,59533,52716,58439,42731,59991,70106,62266,55887,47157,53603,53180,48050,60373,41078,71757,52884,97523,70049,59414,51749,55656,43247,49044,54088,47461,57514,37253,44790,51912,46542,56484,47017,39678,57727,54971,49494,46208,49260,59559,49271,49821,50962,59275,43170,69825,41689,49814,42577,93501,43686,46468,42378,65297,60985,42554,52691
495.3328_18.42,1938284,3354889,3386876,2695978,3626560,2297406,4218490,1925274,2739182,2162422,3251691,3247083,3100634,2097271,3070639,2246667,2911149,2100587,2068400,858540,2414529,2967485,2681280,1603841,3155750,2032156,2293606,3437934,1726696,2152109,3331473,3135347,3373361,608128,2826093,3300261,2597773,3106434,3362667,2561302,2178076,3674845,3436184,1419788,2344879,2776154,2833068,2543417,447972,2640064,1590937,1581495,3494576,3182126,2020366,2306665,2157450,1139968,1995943,2261485,2734847,2384054,952909,2097319,2585203,464738,2832155,2620104,2734728,3363652,3273449,3163221,3519399,2801656,2268574,4797523,3817697,2787790
495.4118_27.95,125261,113474,137055,135014,127201,123787,142633,137086,138439,145500,145171,109428,93006,137105,121677,127902,117342,128193,135047,129252,96307,122158,110752,131763,130997,130187,133971,133454,133045,131576,115872,137641,114251,141176,140012,127202,131195,140227,137625,110848,114606,129435,115398,130022,122184,128129,132274,111283,124555,126697,139733,132591,115907,124599,125120,128356,118583,130754,118305,109251,124172,131502,114343,125822,133116,137104,132554,130802,130580,130551,136158,127956,132753,125089,106867,113605,133128,131678
495.4122_28.72,40518,38042,38470,35489,28432,36174,37813,54049,38942,48939,41864,35400,40929,37355,31848,31372,40751,50993,41396,29818,17215,37078,41739,35074,38963,30850,35240,38242,35940,34772,34716,41731,40294,35817,44651,35342,30862,51830,47627,34315,37255,35905,33209,39102,37295,41531,42425,35300,30214,30437,46197,37037,49471,27091,40652,41837,35376,35134,35563,39948,34265,41760,32651,32573,39730,37776,36508,41610,40336,41097,35600,39736,35015,39826,39150,37384,43061,31406
497.8944_0.61,59371,70851,119582,136411,152299,196232,116048,145667,160181,144224,107055,107790,139877,133420,141846,64881,153429,157892,187841,235247,83917,116654,152817,145449,103850,78998,158523,119096,149677,169980,120480,140858,122513,242897,141302,61974,158895,103705,99552,159405,197383,97504,156912,120285,143320,145018,107708,167691,195177,143650,134743,163366,115343,152657,87450,140757,194847,174003,129273,114291,176585,112015,210361,171252,195900,206781,120665,113275,138924,133605,179740,147341,115091,101721,184265,138032,124326,130950
499.2698_15.71,19256,36190,16870,9444,16606,10780,74273,41668,10422,16382,18173,16767,26537,17291,8463,8450,8900,15378,28464,5955,19657,11988,10067,6642,17012,25602,18071,15161,17744,23431,11748,10344,11672,2269,7723,8431,12081,11732,17806,18560,13028,35376,35744,7976,14425,37759,13811,11614,3384,27361,11023,9365,11762,9846,12641,23742,7871,7673,10052,9650,27147,14371,7770,11620,8521,7313,13229,15628,16056,6953,10709,16749,33014,8911,20201,23501,15800,23225
501.2883_17.6,207672,214282,300305,180557,246613,151782,441627,116763,137924,114973,195730,206906,172617,132710,126745,192872,227102,157605,119144,83584,222826,199972,131067,127360,216853,164894,161424,210999,111912,132687,179463,231642,268208,56945,123166,209514,204724,178924,179324,184381,146175,221619,155163,165757,182226,223961,213530,147341,37265,144276,130910,169675,223949,193908,139284,175041,165364,118030,163954,275832,204207,224657,93731,166936,103209,41918,194481,152184,171369,241784,209934,190353,333726,226593,169285,230289,235678,134898
501.2909_17.04,30651,37522,57945,37801,46963,31442,70730,29748,33223,23392,39893,37383,36535,31237,30107,32111,46917,33007,27389,15536,39945,47932,29981,30950,36417,31784,35174,42440,22304,31559,31700,52160,46272,13127,26886,36043,38164,33423,31108,39139,32330,43826,32352,41526,37162,50307,37909,33114,13003,28212,27355,31954,44410,45676,28370,34751,38552,27170,34314,51790,35479,47193,17077,29700,24053,9814,46212,41503,33493,50289,38723,44006,64426,43321,32906,41755,45816,29154
501.3617_22.32,185143,31125,31024,28549,28976,29701,31028,31851,26738,37425,32109,32707,36574,43781,31478,30968,34088,156530,237643,77750,34109,30673,25855,39997,35177,531708,263493,24705,684141,956231,739165,229839,32605,171623,480384,31241,32784,24136,50235,33464,30062,28834,25144,146950,30901,150446,36803,114279,29965,21241,31870,121477,30839,25897,33942,185156,153543,54191,36014,29283,283019,28044,25251,532002,31615,277990,27842,153194,54522,149520,28256,40830,611061,32526,28236,36395,33811,28983
502.3026_1.01,7065,10996,9664,10386,9807,4219,11981,8430,8051,3426,12804,2463,5218,4472,1876,2424,3557,15021,7691,5669,36847,12840,6304,7919,3068,11932,5654,40052,6943,7737,6061,7348,14955,3677,10892,15810,29972,16659,3982,5775,6843,5252,4833,3505,4620,7230,4326,6113,3698,2720,2862,5355,6351,4827,4749,6790,11104,2740,13393,6467,6042,12354,7242,21186,16873,3348,42496,9159,3701,4786,14131,6538,8780,4762,13920,40125,3212,14615
503.3085_18.97,29537,33394,40175,28654,37279,33108,49212,12411,17465,23553,22020,27280,22694,19483,18159,31105,38855,23557,12304,12042,29941,24480,15009,19953,23044,21831,18799,28481,18348,22773,22091,34607,27729,11433,19135,28577,19974,19093,20000,33485,17731,21377,27065,16125,24790,22284,26859,20604,8200,16340,16766,22175,41484,25879,25486,26539,18603,12183,19419,29206,24948,31663,10930,17409,19791,6197,18753,28366,18391,18089,32180,23726,37393,21290,19631,25773,19637,18382
503.3536_35,143681,135519,151230,153104,197693,188907,97073,198407,89897,179163,226831,137915,265758,165288,192621,247184,172340,189493,198192,182055,238255,146663,238246,195448,177405,169171,240529,189408,173117,245056,187950,200297,168113,165209,149874,120181,204802,192677,144963,212602,229208,203661,245130,111396,106334,149951,209357,127052,95994,219161,198618,109251,157884,140206,136934,203200,290450,194339,140647,137828,260930,159585,156147,165065,242661,172822,124545,88303,197900,160631,280405,190822,86007,167920,253163,260662,156436,151257
505.3594_30.46,16960,25970,16823,18648,14829,17389,18356,20481,17177,17616,26862,17391,21882,29879,19871,25253,39705,21528,22934,12296,11796,20676,14745,22689,21898,26870,14329,26305,28367,35364,17452,22940,24623,18405,18200,20167,11932,18006,22249,19804,30765,34091,16145,21134,23984,21827,16050,13014,19942,23657,27230,14754,28669,21851,30810,21837,35158,29747,15415,31107,28309,18968,10951,19347,22748,16268,23068,30590,22485,29077,28802,23621,26448,21219,18996,39076,18146,22670
507.3316_18.22,45742,52888,41189,34426,53574,35090,74342,76903,30196,32586,48343,56295,57820,26146,42145,27479,48768,31020,49303,12664,39197,55507,43982,24505,43564,26667,32242,46749,26248,34391,54944,43799,37215,7793,49364,56035,29257,45726,37183,36754,36943,63086,58674,20301,29319,64508,24742,32110,7692,32970,19389,24920,55899,39525,25023,46065,28416,13074,34833,33236,32511,39293,11266,27631,29625,5676,35531,40035,36285,32300,40932,51360,53727,33866,32503,62824,89429,48700
507.3683_24.61,19983,18027,40390,25043,27844,19090,27279,31342,31432,22457,30607,33663,41513,23990,34222,21082,37871,18705,26919,5963,34717,38218,37256,22644,29474,31502,24522,39711,18117,31591,36767,36619,48162,4530,27342,46471,47427,33312,34698,28951,40157,53004,23729,19425,21663,59190,24233,36643,3924,26241,16297,15900,30888,37624,22948,19674,30542,11340,24125,28790,16350,26110,5912,20425,25121,6834,44594,23088,32045,43882,26820,42184,38426,41976,21964,58482,34883,36458
507.3685_21.05,74157,106146,152603,156416,168904,83909,99178,102755,134954,85756,147796,181149,154623,99492,167094,123580,132096,79821,106909,31949,131634,147372,134591,111863,138723,162850,90421,205386,92890,110885,218470,152129,139725,16897,132181,190802,168412,189724,148677,110484,158660,223261,161670,73682,87091,221373,101999,158450,24586,138150,71503,74464,157222,143494,100302,92187,108649,47103,113633,154757,65458,100993,37600,47914,72307,22654,173583,83103,174735,101317,137055,150236,97267,165115,68118,206077,148474,176812
509.3481_20.74,107819,136405,213339,94359,227269,145037,160385,128134,80393,125935,143826,256580,192794,101779,195310,66878,266182,136196,138911,46368,135373,337613,241965,102187,103677,111973,107619,184152,127604,146636,181266,165099,142387,39829,220223,256932,115361,184201,173685,197194,157837,212856,156880,84371,70403,173252,146365,200261,34490,97584,107098,110373,288780,175579,88639,138000,125242,80321,182922,108729,123216,137429,31687,78722,149203,35922,214455,138924,225458,217044,147990,277251,248495,167823,87470,340743,379493,167803
509.3485_21.28,150667,221941,347053,178729,264972,202196,195707,241436,234930,175098,227628,348625,281087,194849,291103,143182,330194,164341,196586,56081,248639,376877,314226,148472,125055,181883,133459,312810,146492,199415,261340,257770,194596,42301,300974,344419,176954,270174,238326,219378,229929,360568,233436,140177,129546,366203,201123,253214,45713,154508,139260,144207,349970,273203,123543,125596,179875,112856,200787,161141,154112,173203,49955,90699,178303,45653,264691,194199,260814,267737,194913,370146,319901,260273,102993,380247,353179,259485
509.3839_24.52,24388,28909,64889,32760,47396,27864,35126,44421,43244,25708,41291,34011,54157,36168,48844,28298,38375,29312,37410,9076,46964,44596,48213,33296,44401,43323,32887,61835,32575,36327,51543,50266,69980,5133,46621,58966,56386,52134,49832,40664,37536,75388,44771,24252,30863,79803,42408,52293,6529,39407,26393,30580,47768,54651,30274,23822,36223,20625,32949,38903,26740,40792,19010,23308,29337,12209,81300,43635,47948,62833,43860,61498,51477,54975,25746,66214,44384,55690
509.4268_31.03,23935,22193,24312,28942,23862,25354,27927,47782,26788,38529,28499,23111,38979,28422,21826,24480,25498,26319,24367,21122,24162,22353,26200,25953,26894,22362,24631,33424,27692,22244,22658,26454,25932,23119,29430,23868,32355,41670,49965,33431,28924,26309,27791,20876,29375,29126,24698,27071,19569,21930,28345,24943,28640,22401,25086,28321,24420,22700,24366,24455,23490,23157,22428,24001,29478,21912,41764,24361,24293,26041,34203,39477,23420,28126,28089,34532,27881,26121
511.3268_16.05,22699,41397,27012,21471,20728,22553,34463,22688,30982,21873,28878,36521,30412,22259,32767,31229,18470,22268,23473,8812,20816,41511,22202,22086,23999,16987,19690,25530,8231,22415,30401,26368,38205,4605,26803,39215,28126,29764,21266,19202,18410,54901,18956,21436,17888,40889,24896,19738,5590,20940,15704,19141,32957,20290,23720,18207,16035,14801,22687,16601,24316,24514,7757,16843,9383,5624,25695,21883,27063,31911,22032,28680,25642,37435,33168,30154,28745,33964
511.4076_22.94,65136,66811,69648,66354,66749,69412,67884,66938,67156,70007,72755,73016,66626,66615,70742,66883,66658,67638,69018,66893,68562,69315,68474,69211,67745,65516,67232,67039,68385,69826,72511,68056,66558,70040,70763,68738,69001,70876,71877,67831,71973,67385,68127,67387,63702,66770,72119,64496,64370,67326,67936,70584,69708,67073,69744,67019,69322,68824,71381,65788,70700,69941,70604,69530,69549,69090,70298,70921,68654,67896,68551,67421,68083,70637,72386,69162,73027,68006
517.3157_19.2,823045,992520,986826,960963,1163797,902388,1040661,864656,928372,825280,993128,941523,1419317,852611,962124,785719,986876,849552,852325,552252,1374069,911838,1043219,767959,1229225,862150,999556,1050484,797585,813395,976303,1009305,1003763,398616,938299,946802,1065652,988114,981092,1202004,989441,1118266,1160887,696903,986291,1181328,936322,1024729,295568,881893,775530,738145,1038627,1166694,827524,1040333,839828,610836,815948,1055771,1068397,907644,589656,830238,904921,286819,948845,911352,918836,974845,1294756,987570,983229,963396,992447,1099500,1013673,975921
517.3158_16.03,83558,94989,46075,72024,55460,64318,103000,33037,37387,74580,37591,48354,81255,21937,19484,40121,43215,17221,15344,22565,48749,36032,22044,31338,70806,22561,37292,23448,21194,21885,37840,32531,71640,5465,13654,28880,28905,34589,28627,45196,43156,34976,55143,13937,61491,23700,47408,23507,6461,32227,18555,31034,37875,40558,21090,17126,19551,8360,37313,48700,26845,66993,11696,67954,12618,8294,15586,21953,26659,47645,30442,43233,128079,32896,39502,41329,53517,39853
517.3159_15.7,65250,63257,29907,50167,43657,30224,63919,42918,42121,35019,41930,31625,61861,34887,36848,24682,37235,23646,22994,16533,53132,54991,23782,38043,42594,23535,22820,38076,25025,23085,36172,44552,30801,5730,25710,30405,58193,55324,39121,40224,45539,47430,46640,11963,14364,75295,25338,13148,7918,26204,36003,34060,49320,38601,33641,31807,33318,12333,34218,18709,31455,18878,18380,28776,42957,7176,24168,18538,32334,44815,22999,58556,173916,23252,26746,46576,77168,31071
519.3209_1.01,13589,18906,22814,23082,19979,5282,22600,21605,20911,9834,22330,4857,6391,6827,5492,2542,6345,39253,15771,10963,61383,31748,12581,17626,2442,30868,14437,115795,13047,13285,11329,10355,27948,9472,28075,32897,81950,30896,8446,7277,16101,4153,7671,6380,6132,8252,7659,8683,6759,8393,4338,8654,6670,6051,11368,19357,27446,7063,34212,8111,12258,31730,19573,53450,49944,9084,109348,17235,8585,6708,34943,10708,12963,7249,32395,65667,5079,25332
519.3296_18.33,98249,71270,88837,68476,127693,65277,138417,69882,64412,70852,77536,90144,140297,47162,67567,47004,95637,73315,67104,27521,117523,95198,117470,57155,88946,65271,77340,92720,62845,72861,83623,67868,140925,25002,58231,112572,76328,63639,135413,93307,69910,107988,91060,39834,68250,120159,69740,80086,26139,61778,46981,64830,122489,114028,63752,79554,71360,42785,69616,74159,95242,91784,35642,88253,91135,18670,90410,99515,92861,138372,108198,126600,195241,87863,62349,160283,179830,84535
519.3323_17.02,1441790,1496930,1551420,877209,1548421,862198,1621301,1286587,1223029,1041160,1470621,1175541,1823099,886784,1282599,664683,1106469,842490,1537851,317779,2182902,1816964,2115157,1291839,1119935,1570884,1171913,1961601,830858,1428067,1011179,1335149,1445627,252254,795225,1300666,1928995,1457793,1884703,1464356,1293725,2224561,1037806,764022,1136686,2556500,1016838,1218253,222621,1063416,874653,916038,1709938,1765702,1034224,1144611,1699877,768696,1104811,1095845,949851,772443,326700,1200868,1383181,255916,1075730,1527173,1056727,2078115,1200295,2089815,3551435,1232805,792124,2856444,1121956,1408222
519.3335_17.67,9833485,9152204,8737872,5267710,9720373,5022357,9993457,7835221,7272894,6505048,9342581,6937067,11737139,5234349,7821788,3972842,6683912,5019159,9350267,1927790,13471980,10820852,13203311,8029072,7357182,9567152,7349900,12288154,5524686,8484611,6637336,8072570,9291803,1361674,4490136,8103702,12172354,9624782,11603010,8771856,8373260,13970365,6432996,4160394,6808232,15503876,6192212,7370276,1203654,6483580,5064315,5652564,10095347,10715753,6412599,7156521,10095004,4252639,6906880,6669609,5540300,4672101,2028647,7767461,8231557,1546730,6155285,8747297,6596348,12969574,7224779,12770419,20516085,7592694,4746228,17446625,7035417,8967792
520.4126_30.45,207409,132152,169432,134376,107346,117696,126337,171167,106331,150012,157972,119107,468798,198590,144669,66889,110402,117227,114152,27340,148787,81704,130152,138077,97669,211989,109431,118645,103791,137972,102799,205600,262649,51261,152002,116708,72694,136449,182665,114579,145105,278878,103825,90138,101266,313541,117252,133801,14853,82124,126026,129418,196840,123527,191214,94853,163491,129615,70393,144060,46685,82812,24526,160082,175633,29090,175263,57361,146636,140657,89605,79410,155677,130507,64404,217717,65053,362375
521.348_19.46,856816,849782,1001866,877935,1086398,603020,1882889,504260,735780,562035,1114680,1105416,920739,552328,937866,770009,907314,694569,676446,336243,702326,1225805,872169,577417,1458625,715440,812477,986174,567357,621615,1140414,1084133,823985,132125,774413,1120996,814689,1236927,847486,871171,1007910,1498835,1076197,426336,681403,1332971,490239,805290,166079,947603,485901,518993,1300635,771662,912012,1243836,579805,367091,623166,1149146,979558,929361,239735,643451,427576,140853,819250,651831,1118764,800197,931136,1183942,1145713,731416,747374,1181742,1290608,867865
521.3481_20.67,168773,173192,664777,176314,365191,288200,332630,150157,90232,173153,200433,509712,676476,140213,476014,146802,365267,244358,181077,58378,399663,452644,406576,190538,248141,362572,158909,398528,280710,235580,318083,242378,309117,71434,316109,545385,185957,305404,390142,412601,222652,400476,220692,162313,132045,292479,234600,308767,61198,222746,157453,360075,450148,406164,155008,180315,192238,148912,295050,212034,170198,276962,49858,188249,250167,91208,441600,178720,424713,319644,297120,471313,457082,400489,124367,547310,543460,231035
521.3483_20.17,6122502,5749714,6687030,5516085,7120275,3773628,12382610,3097398,4829171,3608658,7774949,7260535,6369828,3304830,6358297,4960292,5811654,4324117,4458799,2054758,4526562,8394628,5991498,3789186,10171490,4934750,5359229,6831521,3904408,4126968,7831006,7384093,5721126,748277,4965393,7861017,5696998,8628902,5931846,5469296,6567286,10523930,7150452,2509151,4371375,8911825,3161738,5022431,941137,6264390,3012629,3408277,8507342,5063407,5877397,8182884,3847789,2108491,4089174,7477880,6120170,5804543,1595716,4169226,2710276,857800,5305328,4193517,7681393,5586796,5795362,8230924,8046873,5081913,4503504,8660910,8645005,6018214
521.3509_19.46,820476,811915,959419,841256,1041603,577429,1804767,483440,704541,537532,1069655,1062164,915370,529366,896376,741855,871123,667344,647460,322555,723502,1201771,838758,554266,1390076,686264,811690,947720,544324,598607,1092121,1039182,789227,126933,744318,1072201,812524,1185434,811872,838622,966613,1438975,1036340,406927,656122,1283162,471225,778423,159778,909129,466322,496543,1249363,746599,873988,1189389,559560,351887,595341,1103028,942863,891699,231251,617971,409249,135165,787693,622933,1071657,766040,896518,1137826,1098816,698652,713149,1142552,1234563,831704
