 MASS_RT,2,5,8,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,42,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,67,68,70,71,C12A,C15B,C19B,C21B,C23A,C25B,C27A,C28A,C2A,C30B,C32B,C33A,C34B,C35B,C36A,C39A,C40B,C42A,C43A,C44B,C46B,C47A,C48A,C49A,C50B,C53A,C54A,C56B,C57A,C5A,C60A,C62B,C64B,C65A,C67B,C68A,C70A,C71B,C8A
150.0383_9.19,6455408.77,7329296.31,8494106.11,7801897.22,7531326.02,7419821.25,5726315.53,6500138.31,5965237.47,6196022.54,6481724.06,6419688.91,7866725.82,5735076.79,6301882.07,7607106.26,6711556.41,7290841.31,6471049.72,7979030.02,6186344.53,7339035.64,6421514.34,8655616.54,6575038.62,7614466.68,5802218.1,6185684.44,5735834.23,5739539.62,7706874.87,6753461.18,5019594.89,7474363.94,8053316.77,5745421.22,5874124.99,5604991.21,7483851.13,5781733.53,7000938.57,7058108.74,6666782.11,6930545.17,7833895.63,6109969.98,7955961.23,8078526.82,7239890.09,7115874.74,7422192.31,5316598.39,7901580.07,8335107.52,5099460.29,5046209.53,5777964.5,8307040,6987000.52,6553944.78,7192022.96,6208958.64,8138949.37,6806624.83,7205792.02,6465098.52,6698423.58,6106571.81,7166167.61,6780127.95,6857302.18,4650796.35,5869886.46,3599660.21,6545918.12,6396151.89,6571324.96,5614742.94
246.1374_19.87,38728.72,161140.51,238676.82,47117.41,107046.11,183702.29,76720.47,116077.22,484584.97,125552.64,104201.3,130494.53,158291.19,35654.52,27640.91,160406.2,18355.33,66929.12,14896.9,130603.81,60597.36,13637.55,56418.86,108423.94,52985.35,277784.2,101479.74,162360.3,91660.72,28067.22,232325.93,20413.73,64208.24,38542.59,36809.97,299577.72,96932.61,34299.4,257203.35,124069.46,19281.32,120365.45,52217.57,122755.44,191700.64,112453.02,176661.03,34113.84,16364.89,130339.56,117769.49,18053.65,24252.04,564288.05,243956.17,176858.15,46670.38,56877.27,42546.52,68413.48,86310.53,35724.88,41784.71,64212.69,21558.47,30006.87,30844.85,27783.71,94251.65,215911.63,148903.24,162898.4,109133.57,54009.72,59721.01,104767.13,182311.08,42171.93
758.199_29.17,2211346.31,1794035.13,1792994.81,1512932.45,1851919.23,1606895.05,1445833.19,1787622.61,1488896.02,1212694.41,1538593.15,1285839.41,1682733.39,3609801.63,1566953.88,1737898.36,2035148.11,2092109.48,1347306.22,1481417.75,1494169.97,1639815.05,2072805.97,1000879.38,1263503.03,1765596.47,1898657.72,1383030.61,1642929.32,1595159.14,1750397.01,1717010.93,1680026.11,1492475.75,1464885.87,1485517.85,1390854.95,2130736.75,1578394.87,1513760.04,2384328.33,1747932.06,1003028.07,2172773.01,1209426,1679187.44,1532217.92,1088251.95,2016464.71,1087944.02,2010048.51,1714630.25,1630439.36,1570136.84,1701303.69,2173772.81,2017530.37,1615209.38,2068779.19,1129314.98,2170930.16,1190367.54,792075.79,1747048.13,1588707.19,1493361.58,1180314.13,2931466.42,1520367.67,1657845.16,1207058.43,1485364.64,1580203.49,1253751.41,1847021.87,1597147.78,1590931.78,1565031.54
129.0431_30.77,988152.65,1311255.94,2250743.92,1101294.02,1044184.4,1426523.6,1113526.27,925010.35,2255173.9,1211482.9,1291417.99,1284327.96,3256098.53,999973.25,2179152.38,1040032.8,1144969.49,1114376.16,1028036.34,1589650.82,1789249.2,1144456.65,1212050.47,1899854.51,2667428.75,1337252.4,914656.01,1082200.89,1023382.08,977285.9,1746166.33,1176118.75,711142.34,932539.39,1425854.34,2367810.31,1306646.6,997906.63,1645093.07,1048459.52,955946.91,2815001.73,1318570.78,1131904.01,923638.24,925600.73,1553225.01,1350559.89,1125565.94,1561669.49,1340996.81,818055.76,964189.01,1668244.37,1179107.98,920005.29,857074.21,2711210.64,1201832.74,1465123.54,1106339.74,1068970.9,1068123.33,1081095.83,1392782.87,1503902.87,982229.32,1805210.37,1244149.59,1282861.16,3663056.77,1605464.85,1208475.85,960264.06,734300.6,1268955.09,1418946.82,921718.66
278.0146_9.19,23454.81,23869.22,27302.78,25795.75,20892.66,26965.93,21084.71,22536.5,22893.38,23214.26,25801.61,24928.67,26458.91,22592.33,24674.11,22554.52,25754.67,24310.78,23686.72,24562.43,22206.22,27289.39,22626.3,27040.07,23349.77,25659.62,19136.35,19046.89,20527.73,22517.96,24802.84,23041.89,19146.6,22875.1,24243.97,20457.17,20778.91,18854.97,25904.97,19622.75,19145.59,30383.6,23686.16,22752.3,25514.24,22974.36,26522.28,25495.3,23963.62,23484.24,23548.49,17744.73,28479.46,28021.43,17316.03,21263.68,19933.26,29017.33,21875.41,22018.2,21561.31,24045.43,27098.22,18817.13,24669.14,23990.41,24466.58,21749.88,21748.02,23370.77,25074.76,22922.98,20074.53,16104.34,23745.3,22650.58,25058.86,19179.45
543.8877_8.84,53638.13,53456.11,57462.63,60161.42,54882.13,58531.42,47824.22,52222.64,49307.3,51093,53409.7,54976.26,56899.22,50244.59,51958.51,58178.39,55051.05,57085.46,54208.44,55274.86,50929.2,60077.71,52214.96,54884.14,52755.68,56046.55,46782.08,47653.77,54190.03,61785.82,56405.6,52715.09,43942.22,51887.33,55236.86,47069.99,49063.47,45945.88,55426.36,47541.64,50933.3,64269.05,55647.18,54294.5,53689.76,53710.17,60366.96,58268.16,53595.35,56387.91,53063.55,46414.61,62431.76,56740.73,43530.19,55966.37,48710.27,58136.55,53939.76,57634.04,49747.52,52783.3,57933.41,48822.36,56395.98,51133.65,51875.52,47912.37,52054.61,55354.79,56808,58092.47,47400.13,66678.56,51934.39,52996.93,53768.24,45985.24
175.0954_16.21,1881728.35,2709754.02,2074287.79,1420479.84,1512109.72,1915601.81,1775630.79,1434990.9,1595493.94,1806536.74,1212452.06,2860998.65,2058890.75,1154423.75,1793641.85,1973454.76,1580849.72,1767570.13,2426189.97,2626536.39,1822927.52,1963421.12,2486289.4,2216278.95,1404956.32,2095303.72,1219530.54,2250173.85,1447704.03,1857773.4,1794972.1,2310585.24,1025206.25,1551471.96,1751648.66,1864686.08,1943165.79,1866321.42,1692584.3,1611009.54,2210479.65,2882799.25,2622791.56,1788720.38,1469263.26,2285091.46,2100567.97,2039859.03,1670145.79,1715977.62,1940383.28,1373278.86,2414789.7,1641371.93,1809086.82,708666.16,1793626.58,1899065.46,1508158.82,1981158.1,2220955.57,1050997.7,1839957.05,1844684.73,1882108.54,1574292.78,1356907.28,2036937.83,1896667.65,1784036.62,1869082.12,1990273.13,1561384.91,1799485.42,1030498.56,2078146.51,1533520.07,1306097.28
176.0224_9.19,107495.29,120295.68,120103.11,122356.57,98541.66,115736.01,94464.81,108266.99,121313.09,127774.12,128295.33,91945.85,135153.55,59505.11,88117.05,118426.22,107952.65,120219.45,93020.07,91058.25,95830.79,130671.78,107633.71,120445.66,104671.06,114235.56,73051.19,102755.69,92108.86,89936.38,126345.73,108009.94,77684.77,118449.05,118662.31,86703.48,59754.06,100180.01,114135.26,83054.69,110894.25,120578.7,99294.35,108002.18,128689.95,128023.9,139277.23,125680.67,119834.3,113989.21,92706.85,65740.68,111060.3,111590.3,78904.12,72252.06,108972.71,120232.23,128296.01,121409.71,102319.75,101317.15,154322.47,86880.55,119976.4,122396.77,123783.49,91884.21,113812.36,116552.63,107165.27,78122.11,90087.61,56207.81,112763.87,117493.2,129507.89,92655.01
592.2037_29.29,197351.99,205348.8,152149.45,164943.84,172344.12,184907.53,154610.3,175163.28,167219.93,171426.62,161328.15,153723.47,147388.34,214726.44,164042.68,179853.43,151613.99,172623.55,153257.08,140762.96,152020.06,166346.53,168404.73,156056.8,142972.74,199848.43,142887.98,157787.17,175996.58,163545.63,163374.9,177305.44,165298.14,182448.46,153534.63,146012.26,156379.83,205687.91,178820.19,175408.91,151897.74,170136.44,193144.37,191202.18,170235.6,162074.98,182471.21,193777.45,133494.62,169722.58,160163.62,159013.68,201144.22,162939.35,167297.89,201741.39,169717.78,155340.56,220916.88,176288.2,177066.89,159161.37,160875.38,173243.9,155740.1,168037.14,148044.52,154737.76,163443.9,171049.8,167153.86,178927.19,168000.59,169482.07,157633.39,172116.13,150473.79,160211.49
161.1063_12.93,3017236.88,4454837.42,4335289.96,3623479.41,3437104.74,3750175.86,2825332.65,3780162.99,3884581.73,3670018.91,2722942.63,3476020.7,3675604.17,2877416.67,3048052.78,3187620.11,2980487.76,4266923.58,3795741.92,3788226,4178355.44,3132211.7,3848041.23,4122255.68,4323622.79,3429409.66,3623665.69,3208979.23,3331853.49,2457735.34,4100823,3846873.87,3144671.4,2942380.04,3415610.54,3197563.77,3066722.82,2960832.96,3866572.67,2892313.22,3341875.87,4295052.36,4269333.91,3338281.9,4098112.75,3032031.7,4679909.81,3597609.92,3135464.28,3771280.15,3126625.29,2354059.52,4063243.75,3397706.7,2605080.65,3953248.99,3064380.95,4431502.36,3850181.98,4340584.54,2320710.38,3505877.61,3150082.12,3093968.62,2976514.23,3839190.61,2935520.57,3615513.94,3058160.38,3669013.24,5136889.73,3261877.08,2458540.52,2851356.94,3074770.44,2792225.28,3923406.99,2684881.74
255.059_31.23,1045085,1092052,1239040.09,1143063.05,1131490.05,1175904.93,1059775,1079469,1121662.92,1144014.66,1103680.28,1091672.09,1190070.05,1161746,1074313.92,1032905,1073331,1242980,1122792.63,1169551.52,1152944.15,1080340.76,1114147,1164110.37,1111343.06,1118235,1063705.04,1175774.03,1109183.55,1228260.76,1161389,1129828.17,1106666,1078708.38,1062568.3,1124739,1056391.99,978430.03,1243023.01,1063445.97,1049213.12,1241241.02,1115115.22,1099551,1075537.4,1114024.33,1209999,1102861,1093168.03,1119050.68,1075492.9,1051580.98,1142216.55,1242083.58,1132435.04,1106129.32,1131013.31,1205142.4,1110403,1170612.79,1076010.05,1075339,1038747.29,1106963.88,1199088.01,1074262.76,1040465.92,1132449.29,1072641.37,1223546,1198063.55,1199417.14,1120906,1447207,1055104,1171758.16,1122075.72,1076508.7
312.0743_29.78,249840.44,239358.36,195517.25,201018.75,218201.93,243934.02,171544.31,178660.75,215107.73,199362.61,169905.52,194374.44,186954.56,258586.83,213711.89,229853.69,180152.79,176239.97,156771.87,190462.04,201571.12,181830.62,179930.89,243264.97,193447.8,249616.99,153982.38,205208.35,214592.34,160521.31,185346.5,220621.75,157096.59,219683.05,211056.8,199844.92,166338.82,203666.4,218125.07,215043.73,153974.78,214462.66,261449.21,195849.74,200953.43,161001.47,224870.01,289661.98,237766.44,220242.77,210752.17,148080.37,217444.02,244470.83,215627.31,213755.04,183357.17,211218.29,232909.26,215538.49,195588.47,215209.58,218544.44,196713.46,210638.71,195457,167204.39,179128.04,192820.38,175521.13,236302.16,135871.54,213500.58,189450.42,188156.06,208086.98,195343.4,189146.98
520.8875_8.83,29558.03,32476.47,35811.63,39927.57,31170.33,36267.73,26696.25,29925.64,27937.41,34750.49,33664,33947.76,34396.64,28032.32,32033.26,34301.42,30385,32521.67,33372.49,32243.67,29106.61,38796.69,30669.17,32502.77,29018.14,33726.78,26520.56,26408.53,32057.89,37795.87,32099.35,31149.06,25073.4,29300.42,32921.43,25570.84,26140.12,23363.14,34853.51,26944.01,28767.32,39002.08,31692.55,31727.11,31777.67,31355.8,35090.09,32607.03,28956.22,36548.51,29932.74,25212.67,40869.41,33116.12,24954.35,31786.12,27098.36,36418.99,31271.1,35739.43,29543.14,32742.94,34666.52,27642.92,37179.05,31920.92,30255.76,27289.37,29093.86,34341.52,31817.79,35527.22,28430.35,38224.78,29982.6,34451.47,33978.82,26525.01
178.0352_9.19,926111.01,824693.72,1068968.95,788713.17,1016517.04,701138.29,1155291.64,901025.26,869861.22,714451.19,746552.67,1092777.85,1069446.8,1132818.96,941313.61,888738.58,976629.91,1329894.02,1192502.71,1374818.72,1036787.46,1028728.1,989886.95,1282952.76,1134350.86,1399366.9,1244752.24,1172407.6,1103503.6,915266.44,942581.38,1058206.35,909914.96,1110890.4,1285371.76,1521989.48,1276750.5,984269.53,922772.55,895023.08,1595812.86,880379.71,1464052.79,907453.75,1074018.62,735785.95,1400036.26,1055651.04,897079.21,927822.65,1236256.1,933455.43,737090.38,1236600.3,1089944.85,933841.11,870577.11,1197617.34,835413.6,722990.69,1288638.14,902900.74,993871.48,1664009.07,905082.74,889617.22,1076750.79,1316909.84,1084199.59,1127545.31,1205620.17,598478.84,980666.22,583863.37,939179.85,1087191.8,720439.22,1005410.24
656.8662_8.83,29541.88,32488.74,37876.42,34216.97,29058.69,33767.61,27602.36,27906.27,30701.69,31054.23,33720.24,31085.46,32715.59,25685.01,32780.29,32674.77,30322.11,30951.79,30742.1,34312.66,29992.4,34200.48,30571.35,34549.92,31452.06,33007.83,28211.41,26967.24,28907.43,34253.16,34922.02,28732.41,25684.04,30252.3,30679.91,26868.15,25767.92,24755.5,29260.53,25839.41,25850.86,42155.96,30005.76,30971.55,32398.39,31372.89,33685.26,34535.42,32053.92,31063.65,30498.52,24636.02,35181.85,35912.23,24976.65,30833.7,27662.39,36309.18,32041.58,31078.98,29692.41,28780.1,35232.63,27264.34,33541.4,31562.47,29025.94,29086,28216.6,31176.67,33663.22,36557.53,29141.29,34368.41,28663.56,28478.91,35285.05,25193.27
212.1283_11.28,161954.22,157904.65,139116.48,128663.89,172613,112182.97,122787.32,138474.48,190104.89,181929.88,119804.92,123317.72,168682.08,90891.07,128733.99,145832.22,107294.72,154271.97,170316.74,153144.89,189333.57,128982.06,199682.46,207429.93,170571.87,142278.87,136479.22,133164.84,103243.77,143707.97,176097.55,177590.07,135598.64,145171.28,134393.51,134122.88,108515.68,157669.04,168425.01,140052.22,144063.02,156892.39,141375.3,130650.43,122480.89,131340.75,158288.34,157222.88,118514.54,148111.32,146919.45,87364.58,160385.43,162382.2,151428.71,111528.98,162803.7,167546.5,155869.39,160548.19,153609.63,142297.07,165579.42,170144.54,158449.26,146652.39,76684.06,205380.1,134146.89,199924.39,161597.16,153634.08,138972.14,108039.42,92898.24,159970.25,146304.79,104666.05
1385.6625_8.73,17364.45,27523.46,32212.31,20775.49,21401.71,26615.23,17485.35,22705.25,17450.39,20700.64,15451.32,17869.13,20361.77,21206.95,15104.52,19531.64,17817.55,23664.42,18552.88,26962.19,18792.78,20795.78,21120.41,33453.96,15955.62,21729.65,17334.62,26268.57,23102.44,21149.56,20516.1,17365.84,16259.67,26624.1,19572.83,17611.12,16627.11,16100.8,23045.61,17383.59,19586.48,18970.77,18614.7,21598.15,26419.12,18456.02,22210.7,24530.22,25171.22,24141.25,23699.97,16151.09,27831.76,33710.96,17720.43,20419.56,17041.71,24299.92,22519.22,21824.8,26004.05,18940.97,27429.95,23137.03,19001.78,17935.35,20195.4,16753.18,21883.31,23794.34,24222.55,20402.07,17491.99,18176.57,20811.98,17982.76,21348.45,15336.34
145.1137_12.35,92764.66,90879.32,96687.96,97054.35,88997.8,86168.47,62352.46,75348.77,67760.17,109998.6,75047.26,79932.21,91660.19,43677.04,70355.3,80183.92,65186.85,96015.04,99236.74,100545.62,131130.32,89247.73,122154.21,131587.35,123479.92,80387.07,77138.38,100384.45,83740.81,84464.56,86219.26,107336.88,66326.45,70194.11,66261.95,57399.32,86400.54,78298.35,96970.32,70368.33,150395.98,95006.74,107810.39,56828.94,72946.84,72283,114487.53,108382.51,70288.45,136757.88,71710.3,73016.3,106413.98,80442.37,74640.11,66627.47,97804.13,149698.49,95326.3,86468.31,100708.18,90830.68,89562.49,106245.81,87128.92,82162.63,71055.2,102828.04,91150.83,119437.29,105324.86,72017.18,51662.44,56906.82,74827.01,84280.68,105578.29,59031.58
258.0382_30.53,170987.55,102746.6,95375.61,77252.93,82607.55,104750.58,98487.74,98316.53,103586.5,81787.49,118073.9,71037.42,79965.52,64058.88,105034.56,78854.89,69523.75,163183.82,145872.74,112267.69,93239.84,75279.95,64860.37,180269.37,67422.23,141628.25,166964.28,114086.57,150829.32,160481.3,97286.06,77499.51,132873.35,78377.12,92776.69,56659.14,63157.2,93102.62,91351.42,81188.81,96948.55,102076.3,97876.61,154120,95584.59,85705.9,84853.31,79264.34,80859.16,82991.34,91678.61,131079.28,104124.56,82405.4,57315.25,151420.45,176529.46,99282.62,84882.28,96530.66,155118.82,67030.13,65215.89,177072.46,117190.57,162858.84,70894.87,96263.51,79291.39,95731.61,71151.24,82347.27,80878.15,92811.04,76399.81,81021.95,96064.44,91026.29
230.0372_31.11,145073.76,125102.58,134090.19,119252.79,119309.07,158897.87,126015.1,116901.47,116199.36,141861.83,163493.88,104217.33,126992.31,101811.57,133154.81,123401.93,93944.74,183632.38,139239.37,158090.78,117120.48,112371.5,95393.9,169569.98,84754.73,159036.04,137786.79,133127.14,141954.89,155043.83,145994.14,114350.57,144523.62,110907.07,153995.02,51095.15,82572.17,104087.13,132227.11,98805.3,137080.63,137326.02,127898.51,173067.43,145531.25,114962.78,130408.66,123619.19,109239.94,126420.11,113301.05,127573.52,121911.7,128455.95,92321.1,134200.97,153855.48,138731.31,125330.54,139541.81,162421.36,96280.12,98785.61,172554.93,144319.68,138144.74,93498.74,106536.13,118504.37,122886.77,129745.33,95079.33,106084.36,129847.79,100568.37,117113,109057.96,128739.76
225.0485_31.23,555701.82,585195.94,673327.52,601469.3,624965.82,625116.62,572770.14,573624.41,598860.59,634531.53,608901.81,602360.95,646744.13,624838.12,592678.7,560463.44,569694.3,648385.62,624139.06,633122.97,613290.36,598611.08,604390.96,634086.21,615741.38,601300,579041.81,626217.39,616770.49,680264.31,614990.3,602438.3,590622.57,587569.18,577202.99,620160.71,577071.42,527026.25,650395.06,571913.78,569803.17,660215.97,623864.34,591101.82,573283.13,602345.22,644263.28,592257.03,590510.68,595166.91,589850.03,575062.31,611218.37,669754.44,602077.86,600850.09,598204.09,641003.03,601450.11,644799.02,577198.97,584957.31,560435.62,597542.92,670466.8,569713.16,566464.4,613263.37,582028.48,639182.74,664517.81,654164.79,610028.14,774160.17,569062.15,643608.79,627781.46,579594.7
130.0134_9.19,1130450.48,922302.12,1239779.73,1232216.57,1200553.45,1243972.27,1120699.65,1216762.01,1098583.77,1127410.14,863305.97,1169282.89,1260189.82,1060486.37,1102594.7,842880.01,1274421.85,1066379.69,1194355.06,1202168.47,1128893.38,1286224.95,1165394.96,1262611.27,1188484.59,1089899.93,1096923.56,1102465.57,983200.38,955084.56,1101928.92,1144243.45,1006280.41,1198428,1267170.9,1015845.99,1133081.37,1066560.86,1206578.07,1076452.27,1029270.79,1169121.2,1181902.94,1030609.22,1184768.05,1155526.17,1255836.84,1220434.84,1137078.93,1193344.41,1198502.59,1066636.68,1237706.67,1299632.05,969833.07,836527.78,1081440.56,1319859.16,1089553.53,1194389.26,1126749.37,1217156.47,1322516.5,1098094.71,1196288.5,1072675.72,1185805.2,1035300.58,1198548.18,1036885.71,1105077.9,723641.53,1140542.83,579992.34,1213482.85,1124655.2,1152930.92,946619.97
148.0386_29.54,449370.31,340865.06,448504.47,324992.47,354640.45,407076.15,359546.83,318029.04,342271.81,358462.22,450384.55,300605.52,357800.25,285228.72,353436.59,300027.17,276625.28,438001.46,426515.21,433393.63,329454.16,283384.53,283560.72,537357.57,289822.7,442566.58,462865.84,431425.99,394007.37,424349.09,403503.2,282862.21,458613.9,237184.65,392792.48,250852.25,299414.11,305800.78,396107.92,307388.45,389529.86,314184.78,370824.56,415785.23,417706.98,313226.78,328497.88,332340.56,306812.76,388907.76,377962.55,368666.58,375392.74,353855.49,279943.39,382296.92,446255.75,380771.92,319033.56,348813.66,437489.45,278182.77,359873.23,514555.76,414302.5,412121.44,292229.47,312690.17,361952.46,344827.41,359627.78,303599.77,300308.3,383184.62,291028.33,360341.33,387794.83,336348.79
491.8772_8.73,129471.17,172214.2,192605.1,217780.92,121374.3,210050.36,166063.08,163623.5,184975.2,155259.14,220982.67,140929.75,162670.92,134999.89,167270.23,148531.8,145052.95,192528.83,161485.12,179205.42,149367.48,164259.11,172218.08,171614.18,142338.74,208667.76,218592.78,193092.68,189157.31,199560.93,148652.17,145611.09,137104.4,149419.82,177014.87,167222.3,185607.07,187757.62,240667.47,213826.8,176341.05,208680.49,142687.09,162654.82,183827.67,153759.45,267221.4,153296.76,163461.4,221691.52,130443.4,163043.31,187320.94,250351.11,146049.9,202236.81,204201.35,190646.77,213970.35,154289.1,211368.94,188942.65,243291.62,130340.04,156108.67,209907.99,148648.95,156545.36,138555.27,211267.25,157519.52,131656.09,129855.48,131952.08,146234.26,136579.67,150718.47,182978.74
387.0939_28.99,189420.98,173444.71,239382.07,149341.42,208102.62,166069.23,149540.16,144730.39,137373.64,128810.11,162419.27,121609.36,198194.09,336732.07,188794.51,194439.87,211955.97,254724.31,138760.51,173537.21,155263.92,172748.38,179006.72,93383.78,132135.11,202466.82,183636.24,144874.55,168382.31,162927.28,181313.64,171941.14,156416.65,151230.69,135298.84,159373.21,120993.82,193325.76,166659.16,150954.7,286513.91,191672.63,106175.03,226416.93,107955.7,170647.45,188783.94,78496.97,207092.35,115619.67,200473.49,144814.08,170555.15,160986.06,164019.36,226400.34,199227.89,197600.42,196852.17,122976.15,224216.12,98034.75,63402.3,201130.43,159913.53,166584.42,111965.39,286445.15,169227.91,185007.93,125720.08,157265.99,173417.02,116193.92,178670.01,165397.76,163975.87,146009.65
964.7795_8.73,22599.13,28055.68,32396.98,26119.04,25537.53,28921.39,21587.88,25799.24,22460.72,28287.73,22100.16,24979.38,26633.02,24634.7,20192.58,24654.91,21765.24,27392.56,22932.93,32898.19,21555.01,28604.14,26312.37,33355.61,21550.62,27829.86,20959.63,27552.16,28882.84,26555.07,25021.31,24059.32,20267.96,30675.01,24487.47,18896.51,24361.96,20626.14,27432.09,22566.39,24464.06,26141.4,24642.37,27292.43,27851.19,21694.94,26716.23,23806.32,27708.1,27651.2,27592.06,20704.51,32830.04,35315.32,20847.64,25107.03,21613,28456.7,27159.3,25485.47,31147.38,21375.63,29709.48,28368.43,27818.28,23487.97,27048.91,21451.76,28417.81,29266.27,28568.48,24770.45,21417.39,25287.29,23146.64,24027.2,23293.38,19580.76
188.13_11.23,166857.14,224010.15,203362.63,149025.27,136731.11,131533.39,152978.98,89295.65,112449.91,123072.91,49627.01,53252.25,95244.61,147735.78,124335.01,136739.42,70062.12,339536.93,131704.04,107742.53,267502.12,87910.67,98366.98,135105.75,71795.19,190195.59,101582.95,215712.08,139719.66,87851.29,277002.99,202051.14,79346.85,217309.83,148488.72,36360.27,98652.4,132915.25,162950.33,158875.25,143593.43,116169.33,53367.18,162136.08,157194.21,192426.76,214568.04,97942.19,63450.95,132964.58,122897.03,29852.04,121233.18,201063.71,221250.44,112146.81,195359.38,235182.94,156529.08,167069.62,123800.72,181904.15,362723.17,159515.38,284601.67,93451.58,201231.27,157626.93,142484.54,132821.57,141098.62,107750.55,183325.89,39042.8,73816.95,163195.57,103436.86,60152.52
306.029_9.2,148234,151412.62,183942.69,161030.56,166106.52,160807.99,151498.94,151462,141000.17,131997.85,147086.27,142490.32,171562.67,159024,141215.44,159220.66,159093,172618.04,147506.75,184624.76,143601.55,164657.3,151357,195769.11,152817.48,174411.48,146580.78,156722.85,136175.23,136179.84,168807.36,156807.16,118647.99,174611.26,180990.34,145751.24,153261.22,139773.42,158491.21,137074.57,174427.38,168911.5,160470.57,145766.63,174754.08,140131.64,189304.47,171927.06,167245.32,159950.97,170905.02,121683.99,180553.47,190913.24,121987.67,134601.28,136227.02,183335.38,152176.85,139381.32,176037.67,143834,179788.16,182113.04,148189.15,150486.75,155575.41,146155.03,170832.25,158583.43,167835.65,112270.35,135974,88236,153216.78,147444.51,141636.59,127627.12
231.1478_14.28,32110.6,59013.06,51854.73,62055.73,38620.83,73401.74,20586.79,35156.43,39264.7,40020.03,24979.6,51739.68,91814.4,45114.12,44507.45,24813.93,49876.6,46919.3,77373.94,72090.99,59256.03,64779.57,51637.23,73580.08,53163.16,39280.24,44318.72,63513.2,61915.79,28104.3,48478.73,36937.12,38563.7,80854.62,58000.31,58505.07,25718.96,72193.31,59848,38365.13,89516.21,43379.44,41720.03,52712.82,54681.13,65328.08,55125.26,44226.42,51192.27,43982.62,30430.96,41008.16,72669.82,63494.85,40535.21,51497.03,46384.32,61479.56,67019.5,33055.69,70651.27,58228.97,26031.67,39797.02,38643.03,46641.75,41361.24,76190.29,30488.52,211902.3,63079.16,85564.26,55607.97,16356.41,57988.53,21787.12,42238.81,30684.01
614.0259_31.39,1250434.06,1440151.62,1192008.41,1165961.57,1158720.79,1210746.11,1067701.66,1165223.2,1179185.11,1191164.18,1072236.66,1046693.52,1186228.27,1259539.72,1118154.23,1297009.02,1107177.76,1304458.65,1105579.99,1224677.93,1170383.4,1047326.57,1217171.9,1200688.81,1123934.55,1304576.3,1150538,1221883,1091538.98,1183105.88,1282178.58,1181442.33,1198077.88,1270350.73,1130460.27,1117652.69,1104894.05,1213594.21,1289506.94,1141473.49,1114802.74,1205692.86,1078270.11,1388013.73,1204801.2,1102173.34,1284511.42,1212741.54,1312929,1184663.28,1198976.05,1063543.51,1283859.81,1252189.07,1175705.51,1205364.39,1159649.98,1164415.79,1352490.49,1155353.32,1206222.13,1125836.65,1213633.37,1200397.21,1155276.4,1163466.62,1066040.34,1176596.29,1147334.11,1340712.86,1292336.29,1305771.41,1130224.46,1504852.41,1060989.26,1147395.99,1046012.33,1084951.88
553.8492_8.73,38841.34,54910.33,71652.21,37301.43,47329.96,50019.35,33300.27,40924.77,33685.74,37890.71,32650.06,33858.88,42117.68,40625.05,33308.62,41583.52,32242.38,49103.13,32297.67,66410.28,34547.73,37720.06,36837.43,69122.58,28479.66,47785.25,35647.19,54041.79,39727.59,39057.71,43125.8,34788.92,30833.05,63304.86,42003.2,33428.6,37902.64,36914.78,46346.62,32654.46,42594.91,43454.87,32557.61,44966,56440.53,38224.37,39074.58,42799.17,51678.3,40468.08,52798.14,30379.07,46434.03,75422.71,42605.69,39800.3,32834.67,49957.3,50641.5,34475.85,54486.72,33286.88,56065.8,53883.15,34635.3,39604.55,44303.96,35951.9,52223.34,48469.8,50141.44,45903.86,35310.09,35117.86,38433.14,35723.85,36497.37,30963.08
86.0369_29.35,272484.48,311704.21,363841.86,264955.08,291791.72,295806.81,401574.06,307171.58,365512.47,196907.86,273344.08,270380.67,341882.48,459160.11,255190.28,316357.22,291318.91,343987.82,278557.19,282537.27,274819.54,329537.84,300830.23,742561.43,269721.83,309118,267628.66,267201.12,267413.63,254994.42,260431.48,297266.4,233725.48,263725.55,257844.61,439971.95,494907.16,286948.66,250085.51,264876.6,653569.2,242780.28,207559.19,270719.01,255260.2,253421.02,226295.74,219644.51,294768,226587.57,292968.67,212938.68,315420.5,337013.71,662679.49,329154.46,478652.34,306506.46,264992.17,467192.29,523517.6,240817.57,270278.95,282116.62,373463.07,247308.21,369239.24,365017.14,504182.5,387400.85,260910.11,425920.66,325374.43,224167.76,261424.06,311010.86,306445.62,198146.86
147.0875_15.65,27656.15,18523.95,23988.99,17094.58,16914.07,15143.3,39268.7,9791.38,10562.39,21313.6,20056.43,20938.23,20678.32,12040.45,12263.4,24067.91,116558.18,28811.73,11724.29,26442.28,15753.2,12360.87,25491.03,24470.19,24989.08,43848.81,28790.33,19308.78,22555.12,17656.58,36275.34,40483.59,18423.28,15038.64,88060.18,12902.55,24588.3,24956.71,22186.72,12061.38,17901.63,12809.8,46371.7,7661.64,40084,12566.09,19322.26,20515.44,22299.82,21653.29,15532.89,14418,23434.47,11562.34,17635.26,23837.89,29525.77,20231.62,16223.58,63283.63,29856.35,16457.16,19231.01,32215.02,31423.91,11128.87,14851.24,65754.39,32345.68,18716.2,32850.4,16686.77,44853.27,18185.61,42718.17,28537.48,11225.92,9241.93
